Question,Products_name
Письмо от управляющего,"[""Письмо от управляющего""]"
питательный завтрак из омлета и кофе,"[""Кофе Латте 0.2"",""Омлет с ветчиной и грибами""]"
пицца,"[""Двойной цыпленок Large""]"
Пицца + додстер + морс и один чесночный соус,"[""Двойной цыпленок Small"",""Додстер"",""Морс Клюква 0.45"",""Чесночный соус ""]"
Пицца 25 см и напиток,"[""Двойной цыпленок Small"",""Сок Rich Яблоко 0.3""]"
Пицца 25 см и напиток,"[""Сок Rich Вишня 0.3"",""Пепперони Фреш Small""]"
Пицца 25 см и напиток,"[""Таежный чай 0.4"",""Сырная Small""]"
Пицца 25 см и напиток,"[""Чоризо фреш Small"",""Добрый Кола Small""]"
Пицца 25 см и напиток чтобы вместе было дешевле,"[""Пепперони Фреш Small"",""Добрый Кола Small""]"
Пицца 30 см и 2 напитка,"[""Добрый Кола Small"",""Добрый Кола Small"",""Пепперони Фреш Medium""]"
Пицца 30 см и 2 напитка,"[""Добрый Кола Small"",""Пепперони Фреш Medium"",""Добрый Кола Small""]"
Пицца 30 см и 2 напитка,"[""Пепперони Фреш Medium"",""Добрый Кола Small"",""Добрый Кола Small""]"
Пицца 4 сыра,"[""Четыре сыра Small""]"
пицца без лука и овощей для ребенка и куриный перекус для жены (женщины),"[""Двойной цыпленок Medium"",""Салат Цезарь со смесью сыров (трекинг)""]"
Пицца Бекон BBQ (кусочки) Large,"[""Пицца Бекон BBQ (кусочки) Large""]"
Пицца Ветчина и сыр (тепловой шкаф) Small,"[""Пицца Ветчина и сыр (тепловой шкаф) Small""]"
пицца где много мяса,"[""Мясной Микс с пастрами из говядины Large""]"
пицца где много соуса,"[""Бургер-пицца Medium""]"
пицца для двоих и что-то сладкое,"[""Бруслетики"",""Пицца из половинок Large""]"
пицца для детей ,"[""Пицца Миксик""]"
Пицца Жюльен Large,"[""Пицца Жюльен Large""]"
Пицца Жюльен Medium,"[""Пицца Жюльен Medium""]"
Пицца Жюльен Small,"[""Пицца Жюльен Small""]"
пицца закуска и попить на 700 рублей,"[""Барбекю соус Додо"",""Двойной цыпленок Small"",""Добрый Кола Big"",""Додстер""]"
пицца и напиток к пицце чтобы итальянцы меня ненавидели,"[""Гавайская с альфредо Small"",""Кофе Латте 0.4""]"
пицца и сладкий десерт,"[""Сырная Small"",""Чизкейк Нью-Йорк (новая упаковка)""]"
пицца и сок с вишней,"[""Пицца из половинок Large"",""Сок Rich Вишня""]"
Пицца из половинок. Large,"[""Пицца из половинок. Large""]"
Пицца Миксик Small,"[""Пицца Миксик Small""]"
"пицца на двоих с разными вкусами, одна с ананасами","[""Гавайская с альфредо Medium"",""Четыре сезона  Medium""]"
Пицца от шефа с барбекю Large,"[""Пицца от шефа с барбекю Large""]"
Пицца от шефа с барбекю Medium,"[""Пицца от шефа с барбекю Medium""]"
Пицца от шефа с барбекю Small,"[""Пицца от шефа с барбекю Small""]"
Пицца от шефа Large,"[""Пицца от шефа Large""]"
Пицца от шефа Medium,"[""Пицца от шефа Medium""]"
Пицца от шефа Small,"[""Пицца от шефа Small""]"
Пицца Пепперони (тепловой шкаф) Big,"[""Пицца Пепперони (тепловой шкаф) Big""]"
Пицца Пепперони фреш (тепловой шкаф) Small,"[""Пицца Пепперони фреш (тепловой шкаф) Small""]"
пицца перекусть и десерт для поднятия настроения,"[""Пепперони Medium"",""Фондан""]"
пицца с ананасами с ярким соусом попить и что-нибудь закусить ,"[""Барбекю соус Додо"",""Гавайская с альфредо Small"",""Добрый Кола Big"",""Додстер""]"
пицца с ветчиной,"[""Ветчина и сыр Medium""]"
пицца с ветчиной додстер и попить и соус не забудь есть 700 рублей,"[""Ветчина и грибы Small"",""Добрый Кола Big"",""Додстер"",""Чесночный соус ""]"
пицца с дымком,"[""Колбаски барбекю Medium""]"
"пицца с итальянскими травами и кофе, но не латте","[""Карбонара Small"",""Кофе Капучино 0.4""]"
пицца с курицей закуска и попить на двух человек с сырным ,"[""Двойной цыпленок Small"",""Добрый Кола Big"",""Додстер"",""Сырный соус Додо""]"
пицца с курицей и попить что-нибудь без сахара,"[""Аррива! Medium"",""Добрый Кола без сахара Big""]"
"пицца с курицей, без лука и без ананасов","[""Двойной цыпленок Medium""]"
Пицца с маринованными огурчиками на трех девушек ,"[""Домашняя Large""]"
"пицца с моцареллой и цыпленком, с беконом","[""Додо Микс Large""]"
пицца с пепперони большая,"[""Пепперони Фреш Large""]"
пицца с песто с фирменный соус альфредо,"[""Песто Medium""]"
пицца с ярким вкусом закуска и кола,"[""Барбекю соус Додо"",""Добрый Кола Big"",""Додстер"",""Четыре сезона  Small""]"
пицца со сладким перцем и два разных додстера,"[""Додстер"",""Додстер Карри"",""Супермясной Додстер""]"
Пицца Сырная (тепловой шкаф) Small,"[""Пицца Сырная (тепловой шкаф) Small""]"
пицца-паста и что-нибудь соленькое для поднятия настроения,"[""Карбонара Small"",""Маффин Соленая карамель""]"
"пицца, большая","[""Бургер-пицца Large""]"
"Пицца, в которой сочетается несочетаемое","[""Гавайская с альфредо Small""]"
"пицца, где много ссыра","[""Сырная Small""]"
пиццу,"[""Домашняя Small""]"
пиццу без лука и одну без мяса,"[""Сырная Small"",""Двойной цыпленок Medium""]"
"пиццу без лука и одну без мяса, пиццу где много сыра и что-то с мясом","[""Сырная Small"",""Двойной цыпленок Medium"", ""Супермясной Додстер"",""Сырная Small""]"
пиццу где много сыра и что-то с мясом,"[""Супермясной Додстер"",""Сырная Small""]"
пиццу для парня и подходящий соус для корочек,"[""Мясной Микс с пастрами из говядины Medium"",""Чесночный соус ""]"
пиццу и салат,"[""Паста Карбонара"",""Салат Цезарь со смесью сыров (трекинг)""]"
пиццу и чизкейк Банановый с шоколадным печеньем,"[""Четыре сезона  Small"",""Чизкейк Банановый с шоколадным печеньем""]"
пиццу и шоколадный сладкий десерт,"[""Пепперони Фреш Small"",""Фондан""]"
пиццу из фильма Душа и одну мясную ,"[""Пепперони Фреш Medium"",""Супермясной Додстер""]"
пиццу мясо и грибы и что-то еще,"[""Ветчина и грибы Medium"",""Додо Medium""]"
пиццу на соусе альфредо ,"[""Ветчина и сыр Medium"",""Сырный соус Додо""]"
пиццу на томатном соусе,"[""Бургер-пицца Medium"",""Сырный соус Додо""]"
Пиццу ранч на двоих людей,"[""Цыпленок ранч Large""]"
"Пиццу с ананасами, пиццу пепреони, колу и липтон","[""Гавайская с альфредо Medium"",""Пепперони Medium"",""Rich Tea Зеленый с манго 0.5"",""Добрый Кола Small""]"
пиццу с грибами и мясом и карбонару,"[""Ветчина и грибы Small"",""Карбонара Small""]"
"пиццу с колбасками на троих персон, нас будет трое парней","[""Колбаски барбекю Large""]"
пиццу с морсиком ягодным морсом,"[""Морс Клюква 0.45"",""Четыре сезона  Small""]"
пиццу с пеперони и соусом,"[""Пепперони Фреш Medium"",""Сырный соус Додо""]"
пиццу со сладким перцем и три колы,"[""Аррива! Medium"",""Добрый Кола без сахара Big"",""Добрый Кола без сахара Big"",""Добрый Кола без сахара Big""]"
пиццы на двоих одна с сыром,"[""Пепперони Фреш Medium"",""Сырная Medium""]"
пиццы на маленькую кампанию чтоб были грибы сыр и ветчина,"[""Ветчина и грибы Medium"",""Пепперони Фреш Medium"",""Сырная Medium""]"
пиццы с сырным соусом додстер и попить не газировку,"[""Додстер"",""Морс Вишня  0.45"",""Сырный соус Додо"",""Четыре сезона  Small""]"
плотный перекус на двох за 600,"[""Дэнвич ветчина и сыр"",""Паста Карбонара""]"
плохое настроение хочу много сладких десертов,"[""Бруслетики"",""Слоеные палочки с ананасами и брусникой"",""Слоеные палочки с соусом манго и ананасами""]"
плтоно поесть не пицца,"[""Паста Карбонара""]"
по одному додстеру каждого вида,"[""Додстер"",""Додстер Карри"",""Острый Додстер"",""Супермясной Додстер""]"
Подарочный сертификат,"[""Подарочный сертификат""]"
Подарочный сертификат 1000 ₽ (локальный маркетинг),"[""Подарочный сертификат 1000 ₽ (локальный маркетинг)""]"
Подарочный сертификат 1500 ₽ (локальный маркетинг),"[""Подарочный сертификат 1500 ₽ (локальный маркетинг)""]"
Подарочный сертификат 300 ₽ (локальный маркетинг),"[""Подарочный сертификат 300 ₽ (локальный маркетинг)""]"
Подарочный сертификат 500 ₽ (локальный маркетинг),"[""Подарочный сертификат 500 ₽ (локальный маркетинг)""]"
подбери комбо где будут 3 пиццы,"[""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
поесть и попить со скидкой,"[""Додстер"",""Кофе Капучино 0.2""]"
поесть не пиццу и салат с десертом,"[""Паста Карбонара"",""Салат Цезарь со смесью сыров (трекинг)"",""Чизкейк Нью-Йорк (новая упаковка)""]"
"Пожалуйста, порекомендуйте мне пиццу с гавайскими нотками и нежным альфредо соусом в среднем размере.","[""Гавайская с альфредо Medium""]"
позавтракать и легкий перекус,"[""Додстер"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
Полезные чайный напиток на одного человека,"[""Таежный чай, 10 сашетов""]"
поменьше овощей,"[""Ланчбокс с куриными кусочками"",""Сырный соус Додо"",""Цыпленок барбекю Small""]"
Помоги мне выбрать? пиццу и десерт или пиццу и додстер?,"[""Сырная Small"",""Фондан""]"
попить газировку большого размера,"[""Добрый Кола Big""]"
попить не газировка пицца с грибами закуска и соус,"[""Rich Tea Зеленый с манго 0.5"",""Ветчина и грибы Small"",""Додстер"",""Сырный соус Додо""]"
"попить не газировку, ягодный морс или сок","[""Морс Клюква 0.45""]"
попить просто воды типо бонаквы,"[""Вода БонаАква негазированная  0.5""]"
попробовать всякое разное и чтобы не очень дорого,"[""Чоризо фреш Small"",""Сырная Small"",""Пепперони Фреш Small""]"
популярная пицца c ветчиной и сыром,"[""Додо Микс Medium""]"
"посоветуй что-нибудь с кофе, но не сладкое, я не ем пиццу ","[""Додстер"",""Кофе Латте 0.4"",""Паста Карбонара""]"
"посоветуйте, пожалуйста, сколько надо сырных пицц на двоих человек. Поменьше овощей и без гавядины. Не большие размеры","[""Сырный цыпленок Small"",""Четыре сыра Small""]"
Предлагаю попробовать среднюю пиццу с изысканной начинкой из разнообразных сыров и сочного цыпленка.,"[""Сырный цыпленок Medium""]"
"Предложи мне пару чего-нибудь, что не самое популярное","[""Бруслетики"",""Паста Мясная""]"
премиальная пицца и десерт,"[""Додо Микс Large"",""Чизкейк Нью-Йорк (новая упаковка)""]"
Привет! Додстер и кофейный напиток,"[""Кофе Капучино 0.2"",""Додстер""]"
"придумай мне заказ на 5 человек с пиццами и закусками, все пиццы среднего размера","[""Грибной Стартер"",""Додстер"",""Острый Додстер"",""Пепперони Фреш Medium"",""Сырная Medium"",""Сырный Стартер"",""Чоризо фреш Medium""]"
"придумай мне заказ на троих персон, каждому маленькая пицца и закузка, но не салат","[""Грибной Стартер"",""Додстер"",""Острый Додстер"",""Пепперони Фреш Small"",""Сырная Small"",""Сырный Стартер"",""Чоризо фреш Small""]"
прикольный необычный нестандартный капучино,"[""Кофе Карамельный Капучино 0.3""]"
Продукт может быть без лука,"[""Продукт может быть без лука""]"
"просто кофе, любой с молоком","[""Кофе Капучино 0.4""]"
просто мороженое в стаканчике,"[""Мороженое в стаканчике без топпинга""]"
просто попробовать маленькие и дешевые пиццы,"[""Пепперони Фреш Small"",""Чоризо фреш Small""]"
просто сырники,"[""Сырники без топпинга 130.0""]"
"просто сырники, одна порция","[""Сырники без топпинга 30.0""]"
просто три пиццы,"[""Ветчина и грибы Small"",""Двойной цыпленок Small"",""Сырная Small""]"
просто три пиццы,"[""Ветчина и грибы Small"",""Двойной цыпленок Small"",""Сырная Small""]"
просто три средних пицы,"[""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
просто фондан,"[""Фондан 80.0""]"
просто чизкейк,"[""Чизкейк Нью-Йорк (новая упаковка) 100.0""]"
пять (5) додстеров ,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер""]"
Размешиватель (чем едят или мешают кофе),"[""Размешиватель""]"
разнообразный перекус на трех людей без пиццы. Пиццы быть не должно вообще!,"[""Додстер"",""Паста Карбонара"",""Паста Песто""]"
разные 4 Закуски на 2-4 человека,"[""Грибной Стартер"",""Додстер"",""Додстер с ветчиной "",""Сырный Стартер""]"
"разные закуски перекусить, без кофе и напитков ","[""Грибной Стартер"",""Додстер""]"
разные маленькие пиццы попробовать недорого,"[""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
Римская Мясная (Тула) Small,"[""Римская Мясная (Тула) Small""]"
Римская Пепперони (Тула) Small,"[""Римская Пепперони (Тула) Small""]"
Римская Песто (Тула) Small,"[""Римская Песто (Тула) Small""]"
Римская Четыре сыра (Тула) Small,"[""Римская Четыре сыра (Тула) Small""]"
Рулетики с корицей,"[""Рулетики с корицей""]"
с ветчиной,"[""Ветчина и грибы Small""]"
с ветчиной пиццу бы и что-нибудь сладенькое с шоколадом внутри,"[""Ветчина и сыр Small"",""Фондан""]"
"с ветчиной, картошку","[""Ветчина и грибы Medium"",""Картофель из печи""]"
"с ветчиной, маргарита, пепперони ","[""Ветчина и сыр Small"",""Маргарита Small"",""Пепперони Фреш Small""]"
с глютеном на 4 голодных человека,"[""Ветчина и сыр Small"",""Домашняя Small"",""Пепперони Фреш Small""]"
"с грибами и колбасками, не острую","[""Ветчина и грибы Small""]"
с грибами не только пиццу,"[""Ветчина и грибы Medium"",""Грибной Стартер""]"
"с кайфом бы перекусил чем-ниудь вкусным, но пиццу не хочу, и сладкое надоело, вот бы что-то новенькое для меня одного","[""Крылья «Барбекю»"",""Сырные палочки с песто"",""Чесночный соус ""]"
с кокосом,"[""Кофе Кокосовый латте 0.3""]"
с курицей и колу,"[""Двойной цыпленок Medium"",""Добрый Кола Big""]"
"с курицей, но не пицца и одну с большим числом сыра, и любой соус","[""Ланчбокс с куриными кусочками"",""Сырный соус Додо"",""Четыре сезона  Medium""]"
с овощами и без перца,"[""Овощи и грибы Small""]"
с томатным соусом и шампиньоны,"[""Ветчина и грибы Small""]"
Салат Греческий с соусом бальзамик,"[""Салат Греческий с соусом бальзамик""]"
Салат Греческий с соусом бальзамик (трекинг),"[""Салат Греческий с соусом бальзамик (трекинг)""]"
салат закуску и попить,"[""Додстер"",""Коктейль Классический 0.3"",""Салат Цезарь со смесью сыров (трекинг)""]"
салат и пиццу маленькую,"[""Салат Цезарь со смесью сыров (трекинг)"",""Четыре сыра Small""]"
Салат Цезарь со смесью сыров,"[""Салат Цезарь со смесью сыров""]"
Салат Цезарь со смесью сыров (ПФ),"[""Салат Цезарь со смесью сыров (ПФ)""]"
Салат Цезарь со смесью сыров (трекинг),"[""Салат Цезарь со смесью сыров (трекинг)""]"
Салат Цезарь со смесью сыров (трекинг) (ПФ),"[""Салат Цезарь со смесью сыров (трекинг) (ПФ)""]"
"самая дорогая пицца с говядиной, маленькую пожалуйста","[""Пицца от шефа Small""]"
самая острая пицца и одна домашняя среднего размера,"[""Диабло Medium"",""Домашняя Medium""]"
"самое быстрое на двоих, без напитков","[""Додстер"",""Додстер""]"
самое лучшее что у вас есть для меня и моего друга,"[""Додо Small"",""Пицца от шефа Small""]"
самое популярное комбо из трех пицц,"[""Ветчина и грибы Medium"",""Пепперони Фреш Medium"",""Чоризо фреш Medium""]"
Сахар (доп порция сладкого для кофе),"[""Сахар""]"
сгенерируй пиццы на троих,"[""Бургер-пицца Medium"",""Пицца Жюльен Medium""]"
Сгущенное молоко,"[""Сгущенное молоко""]"
Сгущенное молоко в стиках,"[""Сгущенное молоко в стиках""]"
сделай заказ из пицц на 8 человек,"[""Домашняя Medium"",""Домашняя Medium"",""Домашняя Medium"",""Домашняя Medium""]"
сделай обед для настоящего мужчины,"[""Маффин Три шоколада"",""Пепперони Фреш Large""]"
секси пицца и десерт,"[""Бруслетики"",""Гавайская с альфредо Large""]"
семь додстеров,"[""Додстер"",""Додстер Карри"",""Додстер Песто"",""Додстер с ветчиной "",""Острый Додстер"",""Супермясной Додстер"",""Додстер""]"
"семь разных пицц, одна из них пицц должна быть без месяца и плюс один бруслетики (десерт)","[""Бруслетики"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона  Medium""]"
"Сироп карамельный 0,2","[""Сироп карамельный 0,2""]"
"Сироп карамельный 0,3","[""Сироп карамельный 0,3""]"
"Сироп карамельный 0,4 Big","[""Сироп карамельный 0,4 Big""]"
"Сироп кокосовый 0,2","[""Сироп кокосовый 0,2""]"
"Сироп кокосовый 0,3","[""Сироп кокосовый 0,3""]"
"Сироп кокосовый 0,4 Big","[""Сироп кокосовый 0,4 Big""]"
"Сироп ореховый 0,2","[""Сироп ореховый 0,2""]"
"Сироп ореховый 0,3","[""Сироп ореховый 0,3""]"
"Сироп ореховый 0,4 Big","[""Сироп ореховый 0,4 Big""]"
сладкая пицца и острая закуска,"[""Гавайская с альфредо Small"",""Острый Додстер""]"
сладкие десерты и сырная пицца,"[""Бруслетики"",""Сырная Medium""]"
сладкие слоенки с клюквой,"[""Слоеные палочки с брусникой и клюквенным соусом 8.0""]"
сладкие слоенки с манго ,"[""Слоеные палочки с соусом манго и ананасами 8.0""]"
сладкий десерт и курица с соусом,"[""Ланчбокс с куриными кусочками"",""Сырный соус Додо"",""Фондан""]"
сладкий десерт и попить,"[""Бруслетики"",""Добрый Кола Big""]"
сладкий популярный десерт,"[""Бруслетики""]"
сладкий чизкейк с бананом и шоколадным печеньем,"[""Чизкейк Банановый с шоколадным печеньем 100.0""]"
сладкое с цитрусовыми,"[""Додо тарт 80.0""]"
"сладкое, пепперони, с сыром и острую ","[""Бруслетики"",""Додстер"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium""]"
сладость и нескольоко пицц поесть,"[""Аррива! Medium"",""Бруслетики"",""Бургер-пицца Medium""]"
слоенки с ананасами,"[""Слоеные палочки с ананасами и брусникой 8.0""]"
слоенки с ананасами и шоколадом,"[""Слоеные палочки с ананасами и шоколадным соусом 8.0""]"
слоенки с брусникой и клюквой,"[""Слоеные палочки с брусникой и клюквенным соусом 8.0""]"
Слоеные палочки с ананасами и брусникой,"[""Слоеные палочки с ананасами и брусникой""]"
Слоеные палочки с ананасами и шоколадным соусом,"[""Слоеные палочки с ананасами и шоколадным соусом""]"
Слоеные палочки с брусникой и клюквенным соусом,"[""Слоеные палочки с брусникой и клюквенным соусом""]"
Слоеные палочки с соусом манго и ананасами,"[""Слоеные палочки с соусом манго и ананасами""]"
смешай сразу 4 вкуса в одной пицце,"[""Четыре сезона  Large""]"
собери корзину без пиццы,"[""Паста Карбонара"",""Паста Мясная"",""Паста Песто""]"
"собери мне заказ без додстера, без пиццы и без десерта. только напиток и что-то еще","[""Морс Клюква 0.45"",""Песто Small""]"
"Собери мне пиццу с моцареллой, ветчиной, калбасками пепперони, кубиками брынзы, помедоры, грибы шампиньоны, ароатными итальянскими травами, фирменный томатный соус","[""Четыре сезона  Small""]"
собери поесть за 500 рублей,"[""Пепперони Фреш Small"",""Супермясной Додстер""]"
Соберите свою пиццу Large,"[""Соберите свою пиццу Large""]"
Соберите свою пиццу Medium,"[""Соберите свою пиццу Medium""]"
Соберите свою пиццу Small,"[""Соберите свою пиццу Small""]"
Сок Rich Апельсин,"[""Сок Rich Апельсин""]"
Сок Rich Апельсин,"[""Сок Rich Апельсин""]"
Сок Rich Апельсин 0.3,"[""Сок Rich Апельсин 0.3""]"
Сок Rich Вишня,"[""Сок Rich Вишня""]"
Сок Rich Вишня,"[""Сок Rich Вишня""]"
Сок Rich Вишня 0.3,"[""Сок Rich Вишня 0.3""]"
Сок Rich Яблоко,"[""Сок Rich Яблоко""]"
Сок Rich Яблоко,"[""Сок Rich Яблоко""]"
Сок Rich Яблоко 0.3,"[""Сок Rich Яблоко 0.3""]"
соленый маффин с карамелью,"[""Маффин Соленая карамель 120.0""]"
Сорбет Бразильская маракуйя и манго,"[""Сорбет Бразильская маракуйя и манго""]"
Сорбет Турецкий гранат с клубникой,"[""Сорбет Турецкий гранат с клубникой""]"
Соус Ранч/Чесночный,"[""Соус Ранч/Чесночный""]"
соус с чесноком,"[""Чесночный соус ""]"
Соус Цезарь,"[""Соус Цезарь""]"
сочную пиццу и что-то на пышном тесте только с моцареллой и соус песто. В комплекте дополнительный чесночный соус,"[""Пепперони Фреш Small"",""Сырные палочки с чесноком"",""Чесночный соус ""]"
специальное предложение для любителей сэкономить,"[""Сырная Medium"",""Чоризо фреш Medium"",""Пепперони Фреш Medium""]"
средню ариву и coca-cola,"[""Аррива! Medium"",""Добрый Кола Big""]"
среднюю пиццу и вишневый морс компот,"[""Морс Вишня  0.45"",""Пепперони Фреш Medium""]"
стандартный коктейль,"[""Коктейль Классический (фризер) 0.3""]"
стандартный коктейль,"[""Коктейль Классический 0.3""]"
Стартер с ветчиной,"[""Стартер с ветчиной""]"
суп,"[""Томатный суп с гренками""]"
супер мясной перекусик с митболами,"[""Паста Мясная"",""Супермясной Додстер""]"
Супермясной Додстер,"[""Супермясной Додстер""]"
сыр с пеперони на троих на вынос ,"[""Пепперони Small"",""Сырная Large""]"
Сырная Large,"[""Сырная Large""]"
Сырная Medium со смесью сыров,"[""Сырная Medium""]"
Сырная Small,"[""Сырная Small""]"
сырники без ничего,"[""Сырники без топпинга 130.0""]"
сырники без ничего,"[""Сырники без топпинга 30.0""]"
Сырники без топпинга,"[""Сырники без топпинга""]"
Сырники без топпинга (тест завтраков) Big,"[""Сырники без топпинга (тест завтраков) Big""]"
Сырники без топпинга (тест завтраков) Small,"[""Сырники без топпинга (тест завтраков) Small""]"
Сырники без топпинга Big,"[""Сырники без топпинга Big""]"
сырники и что-нибудь сладкое,"[""Бруслетики"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
Сырники с малиновым вареньем,"[""Сырники с малиновым вареньем""]"
Сырники с малиновым вареньем (тест завтраков)  Big,"[""Сырники с малиновым вареньем (тест завтраков)  Big""]"
Сырники с малиновым вареньем (тест завтраков)  Small,"[""Сырники с малиновым вареньем (тест завтраков)  Small""]"
сырники с малиной,"[""Сырники с малиновым вареньем 130.0""]"
сырники с малиной,"[""Сырники с малиновым вареньем 260.0""]"
сырники со сгущенкой,"[""Сырники со сгущенным молоком 30.0""]"
сырники со сгущенкой ,"[""Сырники со сгущенным молоком 25.0""]"
Сырники со сгущенным молоком Big,"[""Сырники со сгущенным молоком Big""]"
Сырники со сгущенным молоком Small,"[""Сырники со сгущенным молоком Small""]"
сырнички,"[""Сырники без топпинга 30.0""]"
сырнички большие на утро,"[""Сырники без топпинга 130.0""]"
сырное трио на сумму до 1000,"[""Картофель из печи с сырным соусом Big"",""Сырная Small"",""Сырный соус Додо""]"
сырную и одну с грибами,"[""Ветчина и грибы Small"",""Сырная Small""]"
Сырные палочки с песто,"[""Сырные палочки с песто""]"
Сырные палочки с чесноком,"[""Сырные палочки с чесноком""]"
Сырный соус Додо,"[""Сырный соус Додо""]"
Сырный Стартер,"[""Сырный Стартер""]"
Сырный цыпленок Large,"[""Сырный цыпленок Large""]"
Сырный цыпленок Medium,"[""Сырный цыпленок Medium""]"
Сырный цыпленок Small,"[""Сырный цыпленок Small""]"
сытная закуска с салатом,"[""Паста Песто"",""Салат Цезарь со смесью сыров (трекинг)""]"
сытная мясная пицца на компанию,"[""Мясной Микс с пастрами из говядины Medium""]"
"Сытный завтрак с чем-нибудь сладеньким, но без пиццы","[""Малиновое варенье"",""Паста Песто"",""Сырники с малиновым вареньем""]"
Сытный и вкусный обед без пиццы ,"[""Картофель из печи с сырным соусом Big"",""Куриные кусочки"",""Салат Цезарь со смесью сыров (трекинг)"",""Сырный соус Додо""]"
сытный обед или ужин на одного,"[""Аррива! Small"",""Паста Карбонара""]"
"сытный обед с десертом на одного, без пиццы","[""Дэнвич чоризо барбекю"",""Маффин Три шоколада"",""Салат Цезарь со смесью сыров (трекинг)""]"
Сытный перекус без пиццы с картошкой на двоих без пиццы и десертов,"[""Грибной Стартер"",""Додстер"",""Картофель из печи"",""Острый Додстер"",""Сырный Стартер""]"
сытый обед без пиццы,"[""Грибной Стартер"",""Додстер"",""Салат Цезарь со смесью сыров (трекинг)""]"
Сэндвич с моцареллой и томатами (тест СПБ),"[""Сэндвич с моцареллой и томатами (тест СПБ)""]"
Таежный чай 0.2,"[""Таежный чай 0.2""]"
Таежный чай 0.3,"[""Таежный чай 0.3""]"
Таежный чай 0.4,"[""Таежный чай 0.4""]"
"Таежный чай, 10 сашетов","[""Таежный чай, 10 сашетов""]"
Теплый бамбл кофе Big,"[""Теплый бамбл кофе Big""]"
Тирамису NEW,"[""Тирамису NEW""]"
только одинаковые размеры пиццы на 3 человек. ,"[""Ветчина и грибы Medium"",""Пепперони Фреш Medium""]"
Томатный суп с гренками,"[""Томатный суп с гренками""]"
"Три любых элемента - додстер, кокосовый напиток, салат","[""Додстер"",""Кофе Кокосовый латте 0.3"",""Салат Цезарь со смесью сыров (трекинг)""]"
три маленьких пиццы под пивко,"[""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
три напитка,"[""Rich Tea Зеленый 0.5"",""Rich Tea Зеленый с манго 0.5"",""Rich Tea Черный с лимоном 0.5""]"
три пиццухи на 7 человек и 2 Десерта по типу кексов,"[""Маффин Соленая карамель"",""Маффин Соленая карамель"",""Пепперони Фреш Medium"",""Цыпленок карри Medium"",""Чоризо фреш Medium""]"
три пиццы и кофе,"[""Кофе Латте 0.4"",""Пепперони Фреш Small"",""Сырная Small"",""Чоризо фреш Small""]"
три пиццы комбо и соус,"[""Пепперони Фреш Medium"",""Сырная Medium"",""Сырный соус Додо"",""Чоризо фреш Medium""]"
"три пиццы с ветчиной, грибами и сыром","[""Ветчина и грибы Small"",""Ветчина и сыр Small"",""Сырная Small""]"
три продукта с барбекю и цезарь салат без майонеза,"[""Барбекю соус Додо"",""Дэнвич чоризо барбекю"",""Ланчбокс с крыльями барбекю"",""Салат Цезарь со смесью сыров (трекинг)""]"
"три разных закуски без пасты и салатов, один элемент должен быть с грибами","[""Грибной Стартер"",""Додстер"",""Супермясной Додстер""]"
три разных морса,"[""Морс Вишня  0.45"",""Морс Клюква 0.45"",""Морс Черная смородина 0.45""]"
три разных морса,"[""Морс Вишня  0.45"",""Морс Клюква 0.45"",""Морс Черная смородина 0.45""]"
Три разных пиццы с сыром ,"[""Ветчина и грибы Medium"",""Песто Medium"",""Сырная Medium""]"
Три средних пиццы с курицей или мясом,"[""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Чоризо фреш Medium""]"
три шоколада,"[""Маффин Три шоколада 120.0""]"
тридцать (30) разных кофе,"[""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3"",""Кофе Капучино 0.3""]"
Трубочка сладкая,"[""Трубочка""]"
"турецкий сорбет, мороженое","[""Сорбет Турецкий гранат с клубникой 1.0""]"
